totmou;totrev;creditcd;eqpdays;Customer_ID
4614;82734;Y;147;1039785
18859;118694;Y;174;1004658
2466;42256;Y;393;1076337
4188;105894;Y;953;1006174
376;51516;Y;225;1089089
5982;40612;Y;345;1073469
4970;19581;N;362;1085213
10705;175194;Y;814;1017574
3871;69484;Y;382;1051113
4951;88684;Y;510;1009578
2048;58387;Y;366;1069978
10117;142715;Y;558;1033513
4212;61815;Y;326;1023196
7325;196597;Y;809;1001487
258;31977;N;258;1084660
4946;70258;Y;743;1029644
13445;86638;Y;636;1036119
95;21144;;589;1027292
1618;77263;N;494;1050684
7440;43505;N;241;1087631
5431;113914;Y;857;1099405
5178;68254;Y;378;1079987
13117;183927;Y;228;1036133
9986;85912;Y;322;1059643
8900;92126;N;520;1047576
10495;92646;N;64;1040919
3787;36619;N;2;1076965
2809;91673;Y;866;1018261
2039016667;107541;Y;1479;1000672
11749;77281;Y;124;1070707
13501;148311;N;143;1064812
4649;110234;Y;11;1031353
9704;92933;N;426;1060566
4011;39187;N;101;1090002
5004;66555;Y;765;1016239
11669;90892;Y;142;1032487
11493;88319;Y;171;1072070
5580;59853;Y;404;1048538
1454;26605;N;184;1086866
7378;7389;Y;625;1043217
14636;179576;N;433;1014824
2550;55983;Y;318;1053953
4249;67994;Y;429;1032541
6526;142318;Y;157;1018701
15077;92671;Y;319;1090388
1698;66292;Y;365;1062986
11284;115912;N;120;1050042
656;7278;Y;929;1098960
5743;67382;Y;469;1063413
21108;119804;Y;99;1073117
4759;92501;Y;802;1097663
10783;104419;N;457;1049379
18307;176004;Y;85;1018901
5407;87091;Y;539;1019514
8111;84797;Y;613;1044297
3386;68058;Y;730;1014679
16477;126383;Y;124;1045383
7843;146882;N;369;1015265
10831;9164;Y;133;1092602
9395;11538;;683;1024369
4575;43034;N;362;1070508
3343;77114;Y;30;1027419
3014;60496;Y;287;1065829
3518;505;Y;404;1048495
5972;49366;Y;264;1089744
10260;118614;Y;695;1018390
4319;3939;Y;310;1071492
2607;69457;;310;1082758
15218;12881;Y;469;1045499
6142;74163;;311;1091319
11788;171241;N;329;1058221
16056;80029;N;367;1069830
9862;84916;Y;679;1030474
1630;28536;Y;228;1075383
27080;255942;Y;390;1024268
6205;191863;Y;838;1013565
6775;73131;Y;274;1043665
4471;58207;Y;265;1056584
1648801667;295467;Y;226;1000072
2125;76395;Y;616;1026843
1788;87945;Y;793;1024129
5855;63375;Y;455;1043286
4253;66175;Y;376;1061234
3351812667;390214;Y;456;1000368
1709;49446;N;322;1069579
432;4676;Y;625;1037171
2125;74732;Y;751;1026995
8761;75612;Y;315;1080723
10775;79817;Y;173;1029189
897;61151;Y;486;1031188
10452;123991;Y;787;1020133
9024;40477;N;312;1081973
2041;4711;N;59;1018668
2394;49705;Y;396;1064764
4478;4839;N;227;1096064
3388;8698;N;609;1025430
23353;26974;Y;184;1023874
3132;101987;Y;1134;1003559
410;33072;N;273;1079356
6281;59467;Y;219;1077334
15428;149157;N;392;1024722
4113;71493;N;628;1023845
17025;140763;Y;98;1046359
9088;58248;Y;134;1067640
16688;209519;Y;118;1035287
5509;201373;;43;1009168
5708;131599;Y;56;1012528
12709;111191;Y;359;1028716
4038;68828;Y;389;1043384
14815;116721;N;670;1038657
862;74546;Y;699;1027156
4070;4852;Y;369;1052687
23502;226616;Y;393;1006629
2485;39879;Y;52;1083468
9848;75096;Y;258;1090444
16582;316417;Y;291;1021351
2268;82498;Y;680;1020074
6566;90669;N;560;1050126
3529;48095;Y;337;1083350
2897;21759;Y;316;1070165
3084;35112;Y;223;1072459
1306;4227;N;562;1031740
10938;142123;Y;569;1038111
9241;239694;Y;362;1053417
10041;137936;Y;248;1098372
2583;784;Y;393;1076356
4703;50414;N;233;1074103
3056;74795;Y;508;1048945
18644;128278;N;131;1064445
5227;134018;Y;165;1058018
4719;109333;Y;575;1029517
4042;59433;Y;206;1021062
10894;102451;Y;332;1036149
29;54556;Y;986;1007908
1562;27992;N;213;1096403
8948;110912;Y;93;1071238
3262;8521;N;478;1062017
17386;195661;Y;103;1075783
33119;202326;N;-5;1040523
3537;49549;N;30;1055422
27398;403289;Y;239;1006240
4845;99898;N;426;1046225
5765;95127;N;451;1007421
13759;135804;N;523;1042601
6659;93949;N;718;1016693
732403;217301;Y;1538;1000931
1054;3581;N;554;1039463
4819;26494;N;190;1085702
2084;52843;N;220;1089539
7285;64741;Y;403;1056193
3414;60269;Y;301;1062490
7566;105355;N;559;1033400
1005;77747;N;768;1017605
9326;178663;N;306;1062384
7553;74848;Y;721;1021647
10302;190862;Y;853;1013004
874;28909;Y;204;1082023
14020;176604;Y;495;1045459
5267;77109;Y;378;1080140
6856;123049;N;451;1066585
9146;150426;N;330;1068578
4106;46442;Y;291;1093040
7419;10471;;340;1074482
4467;80502;N;445;1044226
9243;50339;Y;93;1072979
3554;48619;Y;293;1074677
324;41149;Y;274;1021121
729;16494;Y;270;1080466
7991;96301;N;794;1012904
12070;64652;Y;632;1030731
1424;40795;Y;319;1079402
7510;103868;N;330;1052520
13004;18907;Y;946;1011167
10477;112624;N;160;1070517
3354;10813;Y;903;1012860
2604;74626;Y;339;1088434
23;40085;Y;371;1082344
8809;121866;Y;279;1093798
1636;33976;N;281;1093702
18430;205265;;689;1023944
3918;59449;Y;216;1083342
9823;133995;Y;750;1019203
3541;43319;Y;197;1091917
1921;34023;Y;256;1084946
12037;127193;Y;139;1039294
11831;74027;N;10;1037327
17714;224012;Y;526;1018289
3255;50457;N;331;1068387
1323;21205;Y;303;1092070
3841;77831;Y;343;1055931
2142;41836;Y;310;1071555
17574;249636;N;69;1068835
7436;102974;N;476;1041047
1701;44121;N;343;1088025
27106;277709;N;445;1045731
1375;51413;Y;188;1086071
1464;32302;N;391;1076820
7718;115611;N;221;1017319
6949;48169;N;198;1084223
10;21264;Y;456;1055309
7352;112491;N;626;1043055
8310;131041;Y;246;1021794
6795;184619;N;748;1019378
15693;105974;N;609;1044843
994;11851;Y;251;1071161
1637;60103;Y;540;1035159
7414;112481;N;173;1033198
4956;1086;Y;803;1018463
46274;481991;Y;247;1015474
5791;62075;N;277;1088462
13401;109948;N;679;1020152
7147;12249;N;-4;1090059
5274;83586;Y;638;1029288
4701;41634;N;351;1065505
427;24637;Y;215;1093973
1736;35412;Y;291;1065084
4003;5367;N;45;1062420
5717005;678149;Y;180;1001696
10846;140382;N;186;1035807
8032;99614;N;253;1045258
4631;62751;N;237;1095795
9660;114523;N;212;1042409
1100;678;Y;233;1074316
13349;1516;N;1229;1002031
3608;135364;Y;15;1034355
10022;90517;Y;93;1015594
8378;87188;Y;309;1091503
2777;46912;Y;218;1093844
2751;81763;N;474;1023294
6719;67651;Y;374;1081405
7373;93796;N;443;1026553
16655;186105;N;179;1040204
2462;5444;Y;624;1037335
1955;71525;N;310;1067238
2190;39126;N;207;1094427
2673;31409;Y;230;1074880
2851;31647;Y;296;1073857
8689;74861;N;287;1087588
4851;99376;Y;1021;1004447
9114;49864;Y;374;1081767
3248;78726;Y;331;1048921
2234;8917;;377;1080310
12199;129931;N;4;1096154
4379;78134;Y;47;1042914
22582;235061;Y;483;1035152
18036;15824;Y;370;1054601
6073;10962;Y;494;1030490
8037;725;Y;143;1012877
2040;49933;N;261;1047095
2102;107229;Y;913;1015251
5863;94587;N;140;1081192
255;37598;Y;326;1077779
8807;11539;N;288;1093337
5412;7386;Y;423;1060968
8307;173241;N;639;1010603
6553;99177;Y;81;1020189
2411;15239;Y;205;1091171
5458;57942;Y;-4;1082715
704;56763;Y;919;1010511
9516;16598;Y;360;1038199
4217;77646;N;398;1048526
